score;completeness;rescuebot_action;rescuebot_location;charlie_action;charlie_location;world_nr;tick_nr
3;0.125;;(23, 14);;(19, 11);1;4895
3;0.125;;(23, 14);;(19, 11);1;4896
3;0.125;;(23, 14);;(19, 11);1;4897
3;0.125;;(23, 14);;(19, 11);1;4898
3;0.125;;(23, 14);;(19, 11);1;4899
3;0.125;;(23, 14);;(19, 11);1;4900
3;0.125;;(23, 14);;(19, 11);1;4901
3;0.125;;(23, 14);;(19, 11);1;4902
3;0.125;;(23, 14);;(19, 11);1;4903
3;0.125;;(23, 14);;(19, 11);1;4904
3;0.125;;(23, 14);;(19, 11);1;4905
3;0.125;;(23, 14);;(19, 11);1;4906
3;0.125;;(23, 14);;(19, 11);1;4907
3;0.125;;(23, 14);MoveSouth;(19, 12);1;4908
3;0.125;;(23, 14);MoveSouth;(19, 13);1;4909
3;0.125;;(23, 14);MoveSouth;(19, 14);1;4910
3;0.125;;(23, 14);MoveSouth;(19, 15);1;4911
3;0.125;;(23, 14);;(19, 15);1;4912
3;0.125;;(23, 14);MoveSouth;(19, 16);1;4913
3;0.125;;(23, 14);;(19, 16);1;4914
3;0.125;;(23, 14);MoveSouth;(19, 17);1;4915
3;0.125;;(23, 14);MoveSouth;(19, 17);1;4916
3;0.125;;(23, 14);MoveSouth;(19, 17);1;4917
3;0.125;;(23, 14);MoveSouth;(19, 17);1;4918
3;0.125;;(23, 14);MoveSouth;(19, 17);1;4919
3;0.125;;(23, 14);MoveSouth;(19, 17);1;4920
3;0.125;;(23, 14);MoveSouth;(19, 18);1;4921
3;0.125;;(23, 14);MoveSouth;(19, 18);1;4922
3;0.125;;(23, 14);;(19, 18);1;4923
3;0.125;;(23, 14);;(19, 18);1;4924
3;0.125;;(23, 14);;(19, 18);1;4925
3;0.125;;(23, 14);MoveSouth;(19, 18);1;4926
3;0.125;;(23, 14);;(19, 18);1;4927
3;0.125;;(23, 14);MoveEast;(20, 18);1;4928
3;0.125;;(23, 14);;(20, 18);1;4929
3;0.125;;(23, 14);;(20, 18);1;4930
3;0.125;;(23, 14);;(20, 18);1;4931
3;0.125;;(23, 14);;(20, 18);1;4932
3;0.125;;(23, 14);;(20, 18);1;4933
3;0.125;;(23, 14);;(20, 18);1;4934
3;0.125;;(23, 14);;(20, 18);1;4935
3;0.125;;(23, 14);MoveEast;(20, 18);1;4936
3;0.125;;(23, 14);MoveEast;(20, 18);1;4937
3;0.125;;(23, 14);MoveEast;(20, 18);1;4938
3;0.125;;(23, 14);MoveEast;(20, 18);1;4939
3;0.125;;(23, 14);MoveEast;(20, 18);1;4940
3;0.125;;(23, 14);MoveEast;(21, 18);1;4941
3;0.125;;(23, 14);;(21, 18);1;4942
3;0.125;;(23, 14);;(21, 18);1;4943
3;0.125;;(23, 14);;(21, 18);1;4944
3;0.125;;(23, 14);;(21, 18);1;4945
3;0.125;;(23, 14);;(21, 18);1;4946
3;0.125;;(23, 14);;(21, 18);1;4947
3;0.125;;(23, 14);;(21, 18);1;4948
3;0.125;;(23, 14);;(21, 18);1;4949
3;0.125;;(23, 14);;(21, 18);1;4950
3;0.125;;(23, 14);;(21, 18);1;4951
3;0.125;;(23, 14);;(21, 18);1;4952
3;0.125;;(23, 14);;(21, 18);1;4953
3;0.125;;(23, 14);;(21, 18);1;4954
3;0.125;;(23, 14);;(21, 18);1;4955
3;0.125;;(23, 14);;(21, 18);1;4956
3;0.125;;(23, 14);;(21, 18);1;4957
3;0.125;;(23, 14);;(21, 18);1;4958
3;0.125;;(23, 14);;(21, 18);1;4959
3;0.125;;(23, 14);;(21, 18);1;4960
3;0.125;;(23, 14);;(21, 18);1;4961
3;0.125;;(23, 14);;(21, 18);1;4962
3;0.125;;(23, 14);;(21, 18);1;4963
3;0.125;;(23, 14);;(21, 18);1;4964
3;0.125;;(23, 14);;(21, 18);1;4965
3;0.125;;(23, 14);;(21, 18);1;4966
3;0.125;;(23, 14);;(21, 18);1;4967
3;0.125;;(23, 14);;(21, 18);1;4968
3;0.125;;(23, 14);;(21, 18);1;4969
3;0.125;;(23, 14);;(21, 18);1;4970
3;0.125;;(23, 14);;(21, 18);1;4971
3;0.125;;(23, 14);;(21, 18);1;4972
3;0.125;;(23, 14);;(21, 18);1;4973
3;0.125;;(23, 14);;(21, 18);1;4974
3;0.125;;(23, 14);;(21, 18);1;4975
3;0.125;;(23, 14);;(21, 18);1;4976
3;0.125;;(23, 14);;(21, 18);1;4977
3;0.125;;(23, 14);;(21, 18);1;4978
3;0.125;;(23, 14);;(21, 18);1;4979
3;0.125;;(23, 14);;(21, 18);1;4980
3;0.125;;(23, 14);;(21, 18);1;4981
3;0.125;;(23, 14);;(21, 18);1;4982
3;0.125;;(23, 14);;(21, 18);1;4983
3;0.125;;(23, 14);;(21, 18);1;4984
3;0.125;;(23, 14);;(21, 18);1;4985
3;0.125;;(23, 14);;(21, 18);1;4986
3;0.125;;(23, 14);;(21, 18);1;4987
3;0.125;;(23, 14);;(21, 18);1;4988
3;0.125;;(23, 14);;(21, 18);1;4989
3;0.125;;(23, 14);;(21, 18);1;4990
3;0.125;;(23, 14);;(21, 18);1;4991
3;0.125;;(23, 14);;(21, 18);1;4992
3;0.125;;(23, 14);;(21, 18);1;4993
3;0.125;;(23, 14);;(21, 18);1;4994
3;0.125;;(23, 14);;(21, 18);1;4995
3;0.125;;(23, 14);;(21, 18);1;4996
3;0.125;;(23, 14);;(21, 18);1;4997
3;0.125;;(23, 14);;(21, 18);1;4998
3;0.125;;(23, 14);;(21, 18);1;4999
3;0.125;;(23, 14);;(21, 18);1;5000
3;0.125;;(23, 14);;(21, 18);1;5001
3;0.125;;(23, 14);;(21, 18);1;5002
3;0.125;;(23, 14);;(21, 18);1;5003
3;0.125;;(23, 14);;(21, 18);1;5004
3;0.125;;(23, 14);;(21, 18);1;5005
3;0.125;;(23, 14);;(21, 18);1;5006
3;0.125;;(23, 14);;(21, 18);1;5007
3;0.125;;(23, 14);;(21, 18);1;5008
3;0.125;;(23, 14);;(21, 18);1;5009
3;0.125;;(23, 14);;(21, 18);1;5010
3;0.125;;(23, 14);;(21, 18);1;5011
3;0.125;;(23, 14);;(21, 18);1;5012
3;0.125;;(23, 14);;(21, 18);1;5013
3;0.125;;(23, 14);;(21, 18);1;5014
3;0.125;;(23, 14);;(21, 18);1;5015
3;0.125;;(23, 14);;(21, 18);1;5016
3;0.125;;(23, 14);;(21, 18);1;5017
3;0.125;;(23, 14);;(21, 18);1;5018
3;0.125;;(23, 14);;(21, 18);1;5019
3;0.125;;(23, 14);;(21, 18);1;5020
3;0.125;;(23, 14);;(21, 18);1;5021
3;0.125;;(23, 14);;(21, 18);1;5022
3;0.125;;(23, 14);;(21, 18);1;5023
3;0.125;;(23, 14);;(21, 18);1;5024
3;0.125;;(23, 14);;(21, 18);1;5025
3;0.125;;(23, 14);;(21, 18);1;5026
3;0.125;;(23, 14);;(21, 18);1;5027
3;0.125;;(23, 14);;(21, 18);1;5028
3;0.125;;(23, 14);;(21, 18);1;5029
3;0.125;;(23, 14);;(21, 18);1;5030
3;0.125;;(23, 14);;(21, 18);1;5031
3;0.125;;(23, 14);;(21, 18);1;5032
3;0.125;;(23, 14);;(21, 18);1;5033
3;0.125;;(23, 14);;(21, 18);1;5034
3;0.125;;(23, 14);;(21, 18);1;5035
3;0.125;;(23, 14);;(21, 18);1;5036
3;0.125;;(23, 14);;(21, 18);1;5037
3;0.125;;(23, 14);;(21, 18);1;5038
3;0.125;;(23, 14);;(21, 18);1;5039
3;0.125;;(23, 14);;(21, 18);1;5040
3;0.125;;(23, 14);;(21, 18);1;5041
3;0.125;;(23, 14);;(21, 18);1;5042
3;0.125;;(23, 14);;(21, 18);1;5043
3;0.125;;(23, 14);;(21, 18);1;5044
3;0.125;;(23, 14);;(21, 18);1;5045
3;0.125;;(23, 14);;(21, 18);1;5046
3;0.125;;(23, 14);;(21, 18);1;5047
3;0.125;;(23, 14);;(21, 18);1;5048
3;0.125;;(23, 14);;(21, 18);1;5049
3;0.125;;(23, 14);;(21, 18);1;5050
3;0.125;;(23, 14);;(21, 18);1;5051
3;0.125;;(23, 14);;(21, 18);1;5052
3;0.125;;(23, 14);;(21, 18);1;5053
3;0.125;;(23, 14);;(21, 18);1;5054
3;0.125;;(23, 14);;(21, 18);1;5055
3;0.125;;(23, 14);;(21, 18);1;5056
3;0.125;;(23, 14);;(21, 18);1;5057
3;0.125;;(23, 14);;(21, 18);1;5058
3;0.125;;(23, 14);;(21, 18);1;5059
3;0.125;;(23, 14);;(21, 18);1;5060
3;0.125;;(23, 14);;(21, 18);1;5061
3;0.125;;(23, 14);;(21, 18);1;5062
3;0.125;;(23, 14);;(21, 18);1;5063
3;0.125;;(23, 14);;(21, 18);1;5064
3;0.125;;(23, 14);;(21, 18);1;5065
3;0.125;;(23, 14);;(21, 18);1;5066
3;0.125;;(23, 14);;(21, 18);1;5067
3;0.125;;(23, 14);;(21, 18);1;5068
3;0.125;;(23, 14);;(21, 18);1;5069
3;0.125;;(23, 14);;(21, 18);1;5070
3;0.125;;(23, 14);;(21, 18);1;5071
3;0.125;;(23, 14);;(21, 18);1;5072
3;0.125;;(23, 14);;(21, 18);1;5073
3;0.125;;(23, 14);;(21, 18);1;5074
3;0.125;;(23, 14);;(21, 18);1;5075
3;0.125;;(23, 14);;(21, 18);1;5076
3;0.125;;(23, 14);;(21, 18);1;5077
3;0.125;;(23, 14);;(21, 18);1;5078
3;0.125;;(23, 14);;(21, 18);1;5079
3;0.125;;(23, 14);;(21, 18);1;5080
3;0.125;;(23, 14);;(21, 18);1;5081
3;0.125;;(23, 14);;(21, 18);1;5082
3;0.125;;(23, 14);;(21, 18);1;5083
3;0.125;;(23, 14);;(21, 18);1;5084
3;0.125;;(23, 14);;(21, 18);1;5085
3;0.125;;(23, 14);;(21, 18);1;5086
3;0.125;;(23, 14);;(21, 18);1;5087
3;0.125;;(23, 14);;(21, 18);1;5088
3;0.125;;(23, 14);;(21, 18);1;5089
3;0.125;;(23, 14);;(21, 18);1;5090
3;0.125;;(23, 14);;(21, 18);1;5091
3;0.125;;(23, 14);;(21, 18);1;5092
3;0.125;;(23, 14);;(21, 18);1;5093
3;0.125;;(23, 14);;(21, 18);1;5094
3;0.125;;(23, 14);;(21, 18);1;5095
3;0.125;;(23, 14);;(21, 18);1;5096
3;0.125;;(23, 14);;(21, 18);1;5097
3;0.125;;(23, 14);;(21, 18);1;5098
3;0.125;;(23, 14);;(21, 18);1;5099
3;0.125;;(23, 14);;(21, 18);1;5100
3;0.125;;(23, 14);;(21, 18);1;5101
3;0.125;;(23, 14);;(21, 18);1;5102
3;0.125;;(23, 14);;(21, 18);1;5103
3;0.125;;(23, 14);;(21, 18);1;5104
3;0.125;;(23, 14);;(21, 18);1;5105
3;0.125;;(23, 14);;(21, 18);1;5106
3;0.125;;(23, 14);;(21, 18);1;5107
3;0.125;;(23, 14);;(21, 18);1;5108
3;0.125;;(23, 14);;(21, 18);1;5109
3;0.125;;(23, 14);;(21, 18);1;5110
3;0.125;;(23, 14);;(21, 18);1;5111
3;0.125;;(23, 14);;(21, 18);1;5112
3;0.125;;(23, 14);;(21, 18);1;5113
3;0.125;;(23, 14);;(21, 18);1;5114
3;0.125;;(23, 14);;(21, 18);1;5115
3;0.125;;(23, 14);;(21, 18);1;5116
3;0.125;;(23, 14);;(21, 18);1;5117
3;0.125;;(23, 14);;(21, 18);1;5118
3;0.125;;(23, 14);;(21, 18);1;5119
3;0.125;;(23, 14);;(21, 18);1;5120
3;0.125;;(23, 14);;(21, 18);1;5121
3;0.125;;(23, 14);;(21, 18);1;5122
3;0.125;;(23, 14);;(21, 18);1;5123
3;0.125;;(23, 14);;(21, 18);1;5124
3;0.125;;(23, 14);;(21, 18);1;5125
3;0.125;;(23, 14);;(21, 18);1;5126
3;0.125;;(23, 14);;(21, 18);1;5127
3;0.125;;(23, 14);;(21, 18);1;5128
3;0.125;;(23, 14);;(21, 18);1;5129
3;0.125;;(23, 14);;(21, 18);1;5130
3;0.125;;(23, 14);;(21, 18);1;5131
3;0.125;;(23, 14);;(21, 18);1;5132
3;0.125;;(23, 14);;(21, 18);1;5133
3;0.125;;(23, 14);;(21, 18);1;5134
3;0.125;;(23, 14);;(21, 18);1;5135
3;0.125;;(23, 14);;(21, 18);1;5136
3;0.125;;(23, 14);;(21, 18);1;5137
3;0.125;;(23, 14);;(21, 18);1;5138
3;0.125;;(23, 14);;(21, 18);1;5139
3;0.125;;(23, 14);;(21, 18);1;5140
3;0.125;;(23, 14);;(21, 18);1;5141
3;0.125;;(23, 14);;(21, 18);1;5142
3;0.125;;(23, 14);;(21, 18);1;5143
3;0.125;;(23, 14);;(21, 18);1;5144
3;0.125;;(23, 14);;(21, 18);1;5145
3;0.125;;(23, 14);;(21, 18);1;5146
3;0.125;;(23, 14);;(21, 18);1;5147
3;0.125;;(23, 14);;(21, 18);1;5148
3;0.125;;(23, 14);;(21, 18);1;5149
3;0.125;;(23, 14);;(21, 18);1;5150
3;0.125;;(23, 14);;(21, 18);1;5151
3;0.125;;(23, 14);;(21, 18);1;5152
3;0.125;;(23, 14);;(21, 18);1;5153
3;0.125;;(23, 14);;(21, 18);1;5154
3;0.125;;(23, 14);;(21, 18);1;5155
3;0.125;;(23, 14);;(21, 18);1;5156
3;0.125;;(23, 14);;(21, 18);1;5157
3;0.125;;(23, 14);;(21, 18);1;5158
3;0.125;;(23, 14);;(21, 18);1;5159
3;0.125;;(23, 14);;(21, 18);1;5160
3;0.125;;(23, 14);;(21, 18);1;5161
3;0.125;;(23, 14);;(21, 18);1;5162
3;0.125;;(23, 14);;(21, 18);1;5163
3;0.125;;(23, 14);;(21, 18);1;5164
3;0.125;;(23, 14);;(21, 18);1;5165
3;0.125;;(23, 14);;(21, 18);1;5166
3;0.125;;(23, 14);;(21, 18);1;5167
3;0.125;;(23, 14);;(21, 18);1;5168
3;0.125;;(23, 14);;(21, 18);1;5169
3;0.125;;(23, 14);;(21, 18);1;5170
3;0.125;;(23, 14);;(21, 18);1;5171
3;0.125;;(23, 14);;(21, 18);1;5172
3;0.125;;(23, 14);;(21, 18);1;5173
3;0.125;;(23, 14);;(21, 18);1;5174
3;0.125;;(23, 14);;(21, 18);1;5175
3;0.125;;(23, 14);;(21, 18);1;5176
3;0.125;;(23, 14);;(21, 18);1;5177
3;0.125;;(23, 14);;(21, 18);1;5178
3;0.125;;(23, 14);;(21, 18);1;5179
3;0.125;;(23, 14);;(21, 18);1;5180
3;0.125;;(23, 14);;(21, 18);1;5181
3;0.125;;(23, 14);;(21, 18);1;5182
3;0.125;;(23, 14);;(21, 18);1;5183
3;0.125;;(23, 14);;(21, 18);1;5184
3;0.125;;(23, 14);;(21, 18);1;5185
3;0.125;;(23, 14);;(21, 18);1;5186
3;0.125;;(23, 14);;(21, 18);1;5187
3;0.125;;(23, 14);;(21, 18);1;5188
3;0.125;;(23, 14);;(21, 18);1;5189
3;0.125;;(23, 14);;(21, 18);1;5190
3;0.125;;(23, 14);;(21, 18);1;5191
3;0.125;;(23, 14);;(21, 18);1;5192
3;0.125;;(23, 14);;(21, 18);1;5193
3;0.125;;(23, 14);;(21, 18);1;5194
3;0.125;;(23, 14);;(21, 18);1;5195
3;0.125;;(23, 14);;(21, 18);1;5196
3;0.125;;(23, 14);;(21, 18);1;5197
3;0.125;;(23, 14);;(21, 18);1;5198
3;0.125;;(23, 14);;(21, 18);1;5199
3;0.125;;(23, 14);;(21, 18);1;5200
3;0.125;;(23, 14);;(21, 18);1;5201
3;0.125;;(23, 14);;(21, 18);1;5202
3;0.125;;(23, 14);;(21, 18);1;5203
3;0.125;;(23, 14);;(21, 18);1;5204
3;0.125;;(23, 14);;(21, 18);1;5205
3;0.125;;(23, 14);;(21, 18);1;5206
3;0.125;;(23, 14);;(21, 18);1;5207
3;0.125;;(23, 14);;(21, 18);1;5208
3;0.125;;(23, 14);;(21, 18);1;5209
3;0.125;;(23, 14);;(21, 18);1;5210
3;0.125;;(23, 14);;(21, 18);1;5211
3;0.125;;(23, 14);;(21, 18);1;5212
3;0.125;;(23, 14);;(21, 18);1;5213
3;0.125;;(23, 14);;(21, 18);1;5214
3;0.125;;(23, 14);;(21, 18);1;5215
3;0.125;;(23, 14);;(21, 18);1;5216
3;0.125;;(23, 14);;(21, 18);1;5217
3;0.125;;(23, 14);;(21, 18);1;5218
3;0.125;;(23, 14);;(21, 18);1;5219
3;0.125;;(23, 14);;(21, 18);1;5220
3;0.125;;(23, 14);;(21, 18);1;5221
3;0.125;;(23, 14);;(21, 18);1;5222
3;0.125;;(23, 14);;(21, 18);1;5223
3;0.125;;(23, 14);;(21, 18);1;5224
3;0.125;;(23, 14);;(21, 18);1;5225
3;0.125;;(23, 14);;(21, 18);1;5226
3;0.125;;(23, 14);;(21, 18);1;5227
3;0.125;;(23, 14);;(21, 18);1;5228
3;0.125;;(23, 14);;(21, 18);1;5229
3;0.125;;(23, 14);;(21, 18);1;5230
3;0.125;;(23, 14);;(21, 18);1;5231
3;0.125;;(23, 14);;(21, 18);1;5232
3;0.125;;(23, 14);;(21, 18);1;5233
3;0.125;;(23, 14);;(21, 18);1;5234
3;0.125;;(23, 14);;(21, 18);1;5235
3;0.125;;(23, 14);;(21, 18);1;5236
3;0.125;;(23, 14);;(21, 18);1;5237
3;0.125;;(23, 14);;(21, 18);1;5238
3;0.125;;(23, 14);;(21, 18);1;5239
3;0.125;;(23, 14);;(21, 18);1;5240
3;0.125;;(23, 14);;(21, 18);1;5241
3;0.125;;(23, 14);;(21, 18);1;5242
3;0.125;;(23, 14);;(21, 18);1;5243
3;0.125;;(23, 14);;(21, 18);1;5244
3;0.125;;(23, 14);;(21, 18);1;5245
3;0.125;;(23, 14);;(21, 18);1;5246
3;0.125;;(23, 14);;(21, 18);1;5247
3;0.125;;(23, 14);;(21, 18);1;5248
3;0.125;;(23, 14);;(21, 18);1;5249
3;0.125;;(23, 14);;(21, 18);1;5250
3;0.125;;(23, 14);;(21, 18);1;5251
3;0.125;;(23, 14);;(21, 18);1;5252
3;0.125;;(23, 14);;(21, 18);1;5253
3;0.125;;(23, 14);;(21, 18);1;5254
3;0.125;;(23, 14);;(21, 18);1;5255
3;0.125;;(23, 14);;(21, 18);1;5256
3;0.125;;(23, 14);;(21, 18);1;5257
3;0.125;;(23, 14);;(21, 18);1;5258
3;0.125;;(23, 14);;(21, 18);1;5259
3;0.125;;(23, 14);;(21, 18);1;5260
3;0.125;;(23, 14);;(21, 18);1;5261
3;0.125;;(23, 14);;(21, 18);1;5262
3;0.125;;(23, 14);;(21, 18);1;5263
3;0.125;;(23, 14);;(21, 18);1;5264
3;0.125;;(23, 14);;(21, 18);1;5265
3;0.125;;(23, 14);;(21, 18);1;5266
3;0.125;;(23, 14);;(21, 18);1;5267
3;0.125;;(23, 14);;(21, 18);1;5268
3;0.125;;(23, 14);;(21, 18);1;5269
3;0.125;;(23, 14);;(21, 18);1;5270
3;0.125;;(23, 14);;(21, 18);1;5271
3;0.125;;(23, 14);;(21, 18);1;5272
3;0.125;;(23, 14);;(21, 18);1;5273
3;0.125;;(23, 14);;(21, 18);1;5274
3;0.125;;(23, 14);;(21, 18);1;5275
3;0.125;;(23, 14);;(21, 18);1;5276
3;0.125;;(23, 14);;(21, 18);1;5277
3;0.125;;(23, 14);;(21, 18);1;5278
3;0.125;;(23, 14);;(21, 18);1;5279
3;0.125;;(23, 14);;(21, 18);1;5280
3;0.125;;(23, 14);;(21, 18);1;5281
3;0.125;;(23, 14);;(21, 18);1;5282
3;0.125;;(23, 14);;(21, 18);1;5283
3;0.125;;(23, 14);;(21, 18);1;5284
3;0.125;;(23, 14);;(21, 18);1;5285
3;0.125;;(23, 14);;(21, 18);1;5286
3;0.125;;(23, 14);;(21, 18);1;5287
3;0.125;;(23, 14);;(21, 18);1;5288
3;0.125;;(23, 14);;(21, 18);1;5289
3;0.125;;(23, 14);;(21, 18);1;5290
3;0.125;;(23, 14);;(21, 18);1;5291
3;0.125;;(23, 14);;(21, 18);1;5292
3;0.125;;(23, 14);;(21, 18);1;5293
3;0.125;;(23, 14);;(21, 18);1;5294
3;0.125;;(23, 14);;(21, 18);1;5295
3;0.125;;(23, 14);;(21, 18);1;5296
3;0.125;;(23, 14);;(21, 18);1;5297
3;0.125;;(23, 14);;(21, 18);1;5298
3;0.125;;(23, 14);;(21, 18);1;5299
3;0.125;;(23, 14);;(21, 18);1;5300
3;0.125;;(23, 14);;(21, 18);1;5301
3;0.125;;(23, 14);;(21, 18);1;5302
3;0.125;;(23, 14);;(21, 18);1;5303
3;0.125;;(23, 14);;(21, 18);1;5304
3;0.125;;(23, 14);;(21, 18);1;5305
3;0.125;;(23, 14);;(21, 18);1;5306
3;0.125;;(23, 14);;(21, 18);1;5307
3;0.125;;(23, 14);;(21, 18);1;5308
3;0.125;;(23, 14);;(21, 18);1;5309
3;0.125;;(23, 14);;(21, 18);1;5310
3;0.125;;(23, 14);;(21, 18);1;5311
3;0.125;;(23, 14);;(21, 18);1;5312
3;0.125;;(23, 14);;(21, 18);1;5313
3;0.125;;(23, 14);;(21, 18);1;5314
3;0.125;;(23, 14);;(21, 18);1;5315
3;0.125;;(23, 14);;(21, 18);1;5316
3;0.125;;(23, 14);;(21, 18);1;5317
3;0.125;;(23, 14);;(21, 18);1;5318
3;0.125;;(23, 14);;(21, 18);1;5319
3;0.125;;(23, 14);;(21, 18);1;5320
3;0.125;;(23, 14);;(21, 18);1;5321
3;0.125;;(23, 14);;(21, 18);1;5322
3;0.125;;(23, 14);;(21, 18);1;5323
3;0.125;;(23, 14);;(21, 18);1;5324
3;0.125;;(23, 14);;(21, 18);1;5325
3;0.125;;(23, 14);;(21, 18);1;5326
3;0.125;;(23, 14);;(21, 18);1;5327
3;0.125;;(23, 14);;(21, 18);1;5328
3;0.125;;(23, 14);;(21, 18);1;5329
3;0.125;;(23, 14);;(21, 18);1;5330
3;0.125;;(23, 14);;(21, 18);1;5331
3;0.125;;(23, 14);;(21, 18);1;5332
3;0.125;;(23, 14);;(21, 18);1;5333
3;0.125;;(23, 14);;(21, 18);1;5334
3;0.125;;(23, 14);;(21, 18);1;5335
3;0.125;;(23, 14);;(21, 18);1;5336
3;0.125;;(23, 14);;(21, 18);1;5337
3;0.125;;(23, 14);;(21, 18);1;5338
3;0.125;;(23, 14);;(21, 18);1;5339
3;0.125;;(23, 14);;(21, 18);1;5340
3;0.125;;(23, 14);;(21, 18);1;5341
3;0.125;;(23, 14);;(21, 18);1;5342
3;0.125;;(23, 14);;(21, 18);1;5343
3;0.125;;(23, 14);;(21, 18);1;5344
3;0.125;;(23, 14);;(21, 18);1;5345
3;0.125;;(23, 14);;(21, 18);1;5346
3;0.125;;(23, 14);;(21, 18);1;5347
3;0.125;;(23, 14);;(21, 18);1;5348
3;0.125;;(23, 14);;(21, 18);1;5349
3;0.125;;(23, 14);;(21, 18);1;5350
3;0.125;;(23, 14);;(21, 18);1;5351
3;0.125;;(23, 14);;(21, 18);1;5352
3;0.125;;(23, 14);;(21, 18);1;5353
3;0.125;;(23, 14);;(21, 18);1;5354
3;0.125;;(23, 14);;(21, 18);1;5355
3;0.125;;(23, 14);;(21, 18);1;5356
3;0.125;;(23, 14);;(21, 18);1;5357
3;0.125;;(23, 14);;(21, 18);1;5358
3;0.125;;(23, 14);;(21, 18);1;5359
3;0.125;;(23, 14);;(21, 18);1;5360
3;0.125;;(23, 14);;(21, 18);1;5361
3;0.125;;(23, 14);;(21, 18);1;5362
3;0.125;;(23, 14);;(21, 18);1;5363
3;0.125;;(23, 14);MoveWest;(20, 18);1;5364
3;0.125;;(23, 14);MoveWest;(20, 18);1;5365
3;0.125;;(23, 14);MoveWest;(20, 18);1;5366
3;0.125;;(23, 14);MoveWest;(20, 18);1;5367
3;0.125;;(23, 14);MoveWest;(20, 18);1;5368
3;0.125;;(23, 14);MoveWest;(20, 18);1;5369
3;0.125;;(23, 14);MoveWest;(19, 18);1;5370
3;0.125;;(23, 14);;(19, 18);1;5371
3;0.125;;(23, 14);;(19, 18);1;5372
3;0.125;;(23, 14);;(19, 18);1;5373
3;0.125;;(23, 14);MoveNorth;(19, 17);1;5374
3;0.125;;(23, 14);;(19, 17);1;5375
3;0.125;;(23, 14);MoveNorth;(19, 17);1;5376
3;0.125;;(23, 14);MoveNorth;(19, 17);1;5377
3;0.125;;(23, 14);MoveNorth;(19, 17);1;5378
3;0.125;;(23, 14);MoveNorth;(19, 17);1;5379
3;0.125;;(23, 14);MoveNorth;(19, 17);1;5380
3;0.125;;(23, 14);MoveNorth;(19, 16);1;5381
3;0.125;;(23, 14);MoveNorth;(19, 15);1;5382
3;0.125;;(23, 14);;(19, 15);1;5383
3;0.125;;(23, 14);;(19, 15);1;5384
3;0.125;;(23, 14);MoveNorth;(19, 14);1;5385
3;0.125;;(23, 14);;(19, 14);1;5386
3;0.125;;(23, 14);;(19, 14);1;5387
3;0.125;;(23, 14);;(19, 14);1;5388
3;0.125;;(23, 14);;(19, 14);1;5389
3;0.125;;(23, 14);;(19, 14);1;5390
3;0.125;;(23, 14);;(19, 14);1;5391
3;0.125;;(23, 14);;(19, 14);1;5392
3;0.125;;(23, 14);;(19, 14);1;5393
3;0.125;;(23, 14);;(19, 14);1;5394
3;0.125;;(23, 14);;(19, 14);1;5395
3;0.125;;(23, 14);;(19, 14);1;5396
3;0.125;;(23, 14);;(19, 14);1;5397
3;0.125;;(23, 14);;(19, 14);1;5398
3;0.125;;(23, 14);MoveEast;(20, 14);1;5399
3;0.125;;(23, 14);;(20, 14);1;5400
3;0.125;;(23, 14);MoveEast;(21, 14);1;5401
3;0.125;MoveWest;(23, 14);;(21, 14);1;5402
3;0.125;MoveWest;(23, 14);MoveEast;(22, 14);1;5403
3;0.125;MoveWest;(23, 14);;(22, 14);1;5404
3;0.125;MoveWest;(23, 14);MoveEast;(23, 14);1;5405
3;0.125;MoveWest;(23, 14);;(23, 14);1;5406
3;0.125;MoveWest;(23, 14);;(23, 14);1;5407
3;0.125;MoveWest;(23, 14);MoveEast;(23, 14);1;5408
3;0.125;MoveWest;(23, 14);;(23, 14);1;5409
3;0.125;MoveWest;(22, 14);;(23, 14);1;5410
3;0.125;MoveWest;(22, 14);;(23, 14);1;5411
3;0.125;MoveWest;(22, 14);;(23, 14);1;5412
3;0.125;MoveWest;(22, 14);;(23, 14);1;5413
3;0.125;MoveWest;(22, 14);;(23, 14);1;5414
3;0.125;MoveWest;(22, 14);;(23, 14);1;5415
3;0.125;MoveWest;(22, 14);;(23, 14);1;5416
3;0.125;MoveWest;(22, 14);;(23, 14);1;5417
3;0.125;MoveWest;(22, 14);;(23, 14);1;5418
3;0.125;MoveWest;(21, 14);;(23, 14);1;5419
3;0.125;MoveWest;(21, 14);;(23, 14);1;5420
3;0.125;MoveWest;(21, 14);;(23, 14);1;5421
3;0.125;MoveWest;(21, 14);;(23, 14);1;5422
3;0.125;MoveWest;(21, 14);;(23, 14);1;5423
3;0.125;MoveWest;(21, 14);;(23, 14);1;5424
3;0.125;MoveWest;(21, 14);;(23, 14);1;5425
3;0.125;MoveWest;(21, 14);;(23, 14);1;5426
3;0.125;MoveWest;(21, 14);;(23, 14);1;5427
3;0.125;MoveWest;(20, 14);;(23, 14);1;5428
3;0.125;MoveSouthWest;(20, 14);;(23, 14);1;5429
3;0.125;MoveSouthWest;(20, 14);;(23, 14);1;5430
3;0.125;MoveSouthWest;(20, 14);;(23, 14);1;5431
3;0.125;MoveSouthWest;(20, 14);;(23, 14);1;5432
3;0.125;MoveSouthWest;(20, 14);;(23, 14);1;5433
3;0.125;MoveSouthWest;(20, 14);;(23, 14);1;5434
3;0.125;MoveSouthWest;(20, 14);;(23, 14);1;5435
